bundle_id,item_name,genre,label,compare_id
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,2
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,2
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,2
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,2
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,2
696,Techwars online - Original Soundtrack,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,2
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,2
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,2
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,2
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,2
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,2
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,2
696,Techwars online - Original Soundtrack,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,2
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - Death to the Princess,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,2
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,2
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,2
697,Affairs of the Court: Choice of Romance - Death to the Princess,"['Adventure', 'Indie', 'RPG']",0,2
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Trial Weapon Pack,"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Ultimate Weapon Pack,"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Nightwear Pack,"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Swimsuit Pack,"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Processor Pack,"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Party Character [Umio],"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Party Character [Million Arthur],"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Party Character [God Eater],"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Party Character [Nitroplus],"['RPG', 'Strategy']",1,2
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance - Death to the Princess,"['Adventure', 'Indie', 'RPG']",0,3
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,3
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,3
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Party Character [Nitroplus],"['RPG', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Party Character [God Eater],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Swimsuit Pack,"['RPG', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Processor Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Umio],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Umio],"['RPG', 'Strategy']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [God Eater],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [God Eater],"['RPG', 'Strategy']",0,3
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,3
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Ultimate Weapon Pack,"['RPG', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance - Death to the Princess,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Umio],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Ultimate Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Nightwear Pack,"['RPG', 'Strategy']",0,3
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Swimsuit Pack,"['RPG', 'Strategy']",0,3
696,Techwars online - Original Soundtrack,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Trial Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Million Arthur],"['RPG', 'Strategy']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
696,Techwars online - Original Soundtrack,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Nightwear Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Processor Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Ultimate Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Swimsuit Pack,"['RPG', 'Strategy']",0,3
696,Techwars online - Original Soundtrack,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Million Arthur],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Nightwear Pack,"['RPG', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Party Character [Umio],"['RPG', 'Strategy']",0,3
696,Techwars online - Original Soundtrack,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,3
696,Techwars online - Original Soundtrack,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Trial Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,3
697,Affairs of the Court: Choice of Romance - Death to the Princess,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Party Character [Nitroplus],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [God Eater],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Nightwear Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Million Arthur],"['RPG', 'Strategy']",0,3
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Ultimate Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nitroplus],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Million Arthur],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Swimsuit Pack,"['RPG', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance - Death to the Princess,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Million Arthur],"['RPG', 'Strategy']",0,3
696,Techwars online - Original Soundtrack,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
696,Techwars online - Original Soundtrack,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Nightwear Pack,"['RPG', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,3
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Swimsuit Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Trial Weapon Pack,"['RPG', 'Strategy']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Ultimate Weapon Pack,"['RPG', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,3
697,Affairs of the Court: Choice of Romance - Death to the Princess,"['Adventure', 'Indie', 'RPG']",0,3
700,Megadimension Neptunia VII Swimsuit Pack,"['RPG', 'Strategy']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nitroplus],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,3
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [God Eater],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nitroplus],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Nightwear Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nitroplus],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [God Eater],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Nightwear Pack,"['RPG', 'Strategy']",0,3
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [God Eater],"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Processor Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,3
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,3
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,3
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,3
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,3
701,Black Rose,['Action'],1,3
701,Japanese Iris,['Action'],1,3
701,Bande Dessinee,['Action'],1,3
701,Red Swan,['Action'],1,3
701,Amazonic Green & Amazonic Turquoise,['Action'],1,3
701,Cutie Marine (Blue) & Cutie Marine (Yellow),['Action'],1,3
701,Jet Spanglette (Black) & Jet Spanglette (Red),['Action'],1,3
701,Fizzy & Dizzy (Berry) & Fizzy & Dizzy (Cider),['Action'],1,3
701,Golden Kagura Pigtails,['Action'],1,3
701,Golden Saaya Ponytail,['Action'],1,3
701,Golden Wavy Long 'Do,['Action'],1,3
701,Golden Saki Pigtails,['Action'],1,3
701,Authentic Bunny & Fetish Bunny,['Action'],1,3
701,Cowboy Hat,['Action'],1,3
701,GaGaGa Ribbon Golden & GaGaGa Ribbon,['Action'],1,3
701,Ponytail Wig & Blonde Ponytail Wig,['Action'],1,3
701,Rider Scarf,['Action'],1,3
701,Rider Belt,['Action'],1,3
701,Beast Hands,['Action'],1,3
701,Straight Pigtails & Golden Straight Pigtails,['Action'],1,3
701,Voluminous Ponytail & Golden Voluminous Ponytail,['Action'],1,3
701,Cool Short 'Do & Golden Cool Short 'Do,['Action'],1,3
701,Long Ponytail & Golden Long Ponytail,['Action'],1,3
701,THE NINJA (Purple) & THE NINJA (Green),['Action'],1,3
701,Giant Sword,['Action'],1,3
701,Nunchaku,['Action'],1,3
701,Death Claw,['Action'],1,3
701,Handgun,['Action'],1,3
701,Wolf's Hair & Golden Wolf's Hair,['Action'],1,3
701,Short Bob & Golden Short Bob,['Action'],1,3
701,Wavy Medium 'Do & Golden Wavy Medium 'Do,['Action'],1,3
701,Wavy Side Tail & Golden Wavy Side Tail,['Action'],1,3
701,Pale Blue Gullwings & Pale Blue Visor,['Action'],1,3
701,Strawberry Banana Surprise (X),['Action'],1,3
701,Strawberry Banana Surprise (Y),['Action'],1,3
701,Pale Pink Gullwings & Pale Pink Visor,['Action'],1,3
701,Kitten Mittens & Fuzzy Leggings,['Action'],1,3
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,4
696,Techwars online - Original Soundtrack,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,4
701,Authentic Bunny & Fetish Bunny,['Action'],0,4
700,Megadimension Neptunia VII Ultimate Weapon Pack,"['RPG', 'Strategy']",0,4
701,Golden Kagura Pigtails,['Action'],0,4
701,Nunchaku,['Action'],0,4
701,Short Bob & Golden Short Bob,['Action'],0,4
700,Megadimension Neptunia VII Swimsuit Pack,"['RPG', 'Strategy']",0,4
701,Bande Dessinee,['Action'],0,4
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,4
701,GaGaGa Ribbon Golden & GaGaGa Ribbon,['Action'],0,4
701,THE NINJA (Purple) & THE NINJA (Green),['Action'],0,4
701,Golden Kagura Pigtails,['Action'],0,4
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,4
697,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']",0,4
701,THE NINJA (Purple) & THE NINJA (Green),['Action'],0,4
701,Cutie Marine (Blue) & Cutie Marine (Yellow),['Action'],0,4
701,Handgun,['Action'],0,4
701,Fizzy & Dizzy (Berry) & Fizzy & Dizzy (Cider),['Action'],0,4
701,Black Rose,['Action'],0,4
701,Giant Sword,['Action'],0,4
697,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']",0,4
701,Nunchaku,['Action'],0,4
701,Golden Saaya Ponytail,['Action'],0,4
701,Nunchaku,['Action'],0,4
701,Golden Wavy Long 'Do,['Action'],0,4
701,Death Claw,['Action'],0,4
701,Long Ponytail & Golden Long Ponytail,['Action'],0,4
704,Zombie Zoeds,"['Action', 'Adventure', 'Casual', 'Indie']",1,4
704,Klabi,"['Action', 'Adventure', 'Indie']",1,4
704,Aircraft War X,"['Action', 'Indie', 'Simulation']",1,4
701,Bande Dessinee,['Action'],0,5
700,Megadimension Neptunia VII Weapon Pack,"['RPG', 'Strategy']",0,5
700,Megadimension Neptunia VII Ultimate Weapon Pack,"['RPG', 'Strategy']",0,5
704,Aircraft War X,"['Action', 'Indie', 'Simulation']",0,5
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,5
701,Authentic Bunny & Fetish Bunny,['Action'],0,5
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,5
701,Straight Pigtails & Golden Straight Pigtails,['Action'],0,5
701,Wavy Side Tail & Golden Wavy Side Tail,['Action'],0,5
701,Golden Wavy Long 'Do,['Action'],0,5
700,Megadimension Neptunia VII Party Character [Nitroplus],"['RPG', 'Strategy']",0,5
701,Short Bob & Golden Short Bob,['Action'],0,5
701,Cutie Marine (Blue) & Cutie Marine (Yellow),['Action'],0,5
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,5
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,5
704,Klabi,"['Action', 'Adventure', 'Indie']",0,5
701,Straight Pigtails & Golden Straight Pigtails,['Action'],0,5
700,Megadimension Neptunia VII Processor Pack,"['RPG', 'Strategy']",0,5
700,Megadimension Neptunia VII Party Character [Umio],"['RPG', 'Strategy']",0,5
708,The Dope Game,"['Adventure', 'Casual', 'Simulation']",1,5
708,The Dope Game: The Stash,"['Adventure', 'Casual', 'Simulation']",1,5
700,Megadimension Neptunia VII Party Character [Million Arthur],"['RPG', 'Strategy']",0,6
701,Golden Saaya Ponytail,['Action'],0,6
700,Megadimension Neptunia VII Swimsuit Pack,"['RPG', 'Strategy']",0,6
701,Wavy Medium 'Do & Golden Wavy Medium 'Do,['Action'],0,6
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,6
700,Megadimension Neptunia VII Party Character [Million Arthur],"['RPG', 'Strategy']",0,6
700,Megadimension Neptunia VII Party Character [Umio],"['RPG', 'Strategy']",0,6
701,Golden Kagura Pigtails,['Action'],0,6
700,Megadimension Neptunia VII Party Character [Umio],"['RPG', 'Strategy']",0,6
697,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']",0,6
696,Techwars online - Art book,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,6
701,Cutie Marine (Blue) & Cutie Marine (Yellow),['Action'],0,6
701,Nunchaku,['Action'],0,6
700,Megadimension Neptunia VII Ultimate Weapon Pack,"['RPG', 'Strategy']",0,6
700,Megadimension Neptunia VII Party Character [Million Arthur],"['RPG', 'Strategy']",0,6
701,Strawberry Banana Surprise (Y),['Action'],0,6
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,6
701,Strawberry Banana Surprise (X),['Action'],0,6
701,Wolf's Hair & Golden Wolf's Hair,['Action'],0,6
700,Megadimension Neptunia VII Party Character [Million Arthur],"['RPG', 'Strategy']",0,6
701,Handgun,['Action'],0,6
704,Klabi,"['Action', 'Adventure', 'Indie']",0,6
701,Authentic Bunny & Fetish Bunny,['Action'],0,6
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,6
701,Strawberry Banana Surprise (Y),['Action'],0,6
700,Megadimension Neptunia VII Processor Pack,"['RPG', 'Strategy']",0,6
701,Golden Saki Pigtails,['Action'],0,6
701,Giant Sword,['Action'],0,6
700,Megadimension Neptunia VII Nightwear Pack,"['RPG', 'Strategy']",0,6
709,Higurashi When They Cry Hou - Ch.1 Onikakushi,['Adventure'],1,6
709,Higurashi When They Cry Hou - Ch.2 Watanagashi,['Adventure'],1,6
709,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,['Adventure'],1,6
701,Pale Pink Gullwings & Pale Pink Visor,['Action'],0,7
700,Megadimension Neptunia VII Party Character [Nepgya],"['RPG', 'Strategy']",0,7
701,Wavy Medium 'Do & Golden Wavy Medium 'Do,['Action'],0,7
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,7
701,Fizzy & Dizzy (Berry) & Fizzy & Dizzy (Cider),['Action'],0,7
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,7
701,Wavy Side Tail & Golden Wavy Side Tail,['Action'],0,7
701,Fizzy & Dizzy (Berry) & Fizzy & Dizzy (Cider),['Action'],0,7
704,Zombie Zoeds,"['Action', 'Adventure', 'Casual', 'Indie']",0,7
701,Pale Pink Gullwings & Pale Pink Visor,['Action'],0,7
701,Long Ponytail & Golden Long Ponytail,['Action'],0,7
709,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,['Adventure'],0,7
708,The Dope Game: The Stash,"['Adventure', 'Casual', 'Simulation']",0,7
700,Megadimension Neptunia VII Nightwear Pack,"['RPG', 'Strategy']",0,7
696,Techwars Online,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,7
700,Megadimension Neptunia VII Equipment Pack,"['RPG', 'Strategy']",0,7
704,Klabi,"['Action', 'Adventure', 'Indie']",0,7
701,Wolf's Hair & Golden Wolf's Hair,['Action'],0,7
701,Black Rose,['Action'],0,7
700,Megadimension Neptunia VII Party Character [Nitroplus],"['RPG', 'Strategy']",0,7
701,Death Claw,['Action'],0,7
701,Wavy Side Tail & Golden Wavy Side Tail,['Action'],0,7
701,Rider Belt,['Action'],0,7
701,Beast Hands,['Action'],0,7
704,Zombie Zoeds,"['Action', 'Adventure', 'Casual', 'Indie']",0,7
701,Golden Saki Pigtails,['Action'],0,7
701,Cutie Marine (Blue) & Cutie Marine (Yellow),['Action'],0,7
701,Nunchaku,['Action'],0,7
701,Giant Sword,['Action'],0,7
701,Wavy Side Tail & Golden Wavy Side Tail,['Action'],0,7
701,Golden Saki Pigtails,['Action'],0,7
701,Fizzy & Dizzy (Berry) & Fizzy & Dizzy (Cider),['Action'],0,7
