bundle_id,item_name,genre
770,Thieves' Gambit: The Curse of the Black Cat,"['Indie', 'RPG']"
770,Choice of Robots,"['Indie', 'RPG']"
770,Psy High,"['Indie', 'RPG']"
770,SLAMMED!,"['Indie', 'RPG']"
770,The Hero of Kendrickstone,"['Indie', 'RPG']"
770,Choice of the Petal Throne,"['Indie', 'RPG']"
770,Hollywood Visionary,"['Indie', 'RPG']"
770,Champion of the Gods,"['Indie', 'RPG']"
770,VERSUS: The Lost Ones,"['Indie', 'RPG']"
770,VERSUS: The Lost Ones - WorningBird Hints,"['Indie', 'RPG']"
770,A Wise Use of Time,"['Indie', 'RPG']"
770,Ratings War,"['Indie', 'RPG']"
770,Deathless: The City's Thirst,"['Indie', 'RPG']"
770,Diabolical,"['Indie', 'RPG']"
770,Pendragon Rising,"['Indie', 'RPG']"
770,Choice of Kung Fu,"['Indie', 'RPG']"
770,MetaHuman Inc.,"['Indie', 'RPG']"
770,The ORPHEUS Ruse,"['Indie', 'RPG']"
770,Sixth Grade Detective,"['Indie', 'RPG']"
770,The Daring Mermaid Expedition,"['Indie', 'RPG']"
770,The Hero Project: Redemption Season,"['Adventure', 'Indie', 'RPG']"
770,The Hero Project: Redemption Season - MeChip Warning System,"['Adventure', 'Indie', 'RPG']"
770,It's Killing Time,"['Adventure', 'Indie', 'RPG']"
770,The Sea Eternal,"['Adventure', 'Indie', 'RPG']"
770,Choice of Alexandria,"['Adventure', 'Indie', 'RPG']"
770,Choice of the Pirate,"['Adventure', 'Indie', 'RPG']"
770,Affairs of the Court: Choice of Romance,"['Adventure', 'Indie', 'RPG']"
770,Affairs of the Court: Choice of Romance - Play as the Consort,"['Adventure', 'Indie', 'RPG']"
770,Affairs of the Court: Choice of Romance - A Life Mage Child,"['Adventure', 'Indie', 'RPG']"
770,Affairs of the Court: Choice of Romance - Death to the Princess,"['Adventure', 'Indie', 'RPG']"
770,A Midsummer Night's Choice,"['Adventure', 'Indie', 'RPG']"
771,DreadOut,"['Adventure', 'Indie']"
771,DreadOut Soundtrack & Manga DLC,"['Adventure', 'Indie']"
771,DreadOut: Keepers of The Dark,"['Adventure', 'Indie']"
772,Tin Star,"['Indie', 'RPG']"
772,Zombie Exodus,"['Indie', 'RPG']"
772,A Study in Steampunk: Choice by Gaslight,"['Indie', 'RPG']"
772,Community College Hero: Trial by Fire,"['Indie', 'RPG']"
772,The Lost Heir 2: Forging a Kingdom,"['Indie', 'RPG']"
772,The Lost Heir: The Fall of Daria,"['Indie', 'RPG']"
772,Sabres of Infinity,"['Adventure', 'Indie', 'RPG']"
772,Guns of Infinity,"['Adventure', 'Indie', 'RPG']"
772,Best of Us,"['Adventure', 'Indie', 'RPG']"
772,Machinations: Fog of War,"['Adventure', 'Indie', 'RPG']"
773,Sabres of Infinity,"['Adventure', 'Indie', 'RPG']"
773,Guns of Infinity,"['Adventure', 'Indie', 'RPG']"
774,The Lost Heir 2: Forging a Kingdom,"['Indie', 'RPG']"
774,The Lost Heir: The Fall of Daria,"['Indie', 'RPG']"
775,Choice of the Deathless,"['Indie', 'RPG']"
775,Deathless: The City's Thirst,"['Indie', 'RPG']"
776,Heroes Rise: The Prodigy,"['Indie', 'RPG']"
776,Heroes Rise: The Hero Project,"['Indie', 'RPG']"
776,Heroes Rise: The Hero Project - Warning System,"['Indie', 'RPG']"
776,Heroes Rise: The Hero Project - Perfect Legend Guide,"['Indie', 'RPG']"
776,Heroes Rise: The Prodigy - Perfect Legend Guide,"['Indie', 'RPG']"
776,Heroes Rise: HeroFall,"['Indie', 'RPG']"
776,Heroes Rise: HeroFall - Warning System,"['Indie', 'RPG']"
776,Heroes Rise: HeroFall - Perfect Legend Guide,"['Indie', 'RPG']"
776,Heroes Rise: HeroFall - Ad Space,"['Indie', 'RPG']"
778,Townopolis,"['Casual', 'Indie', 'Simulation', 'Strategy']"
778,Romopolis,"['Casual', 'Indie', 'Simulation', 'Strategy']"
778,Megapolis,"['Casual', 'Indie', 'Simulation', 'Strategy']"
779,Hero of the Kingdom,"['Adventure', 'Casual', 'Indie', 'RPG']"
779,Hero of the Kingdom II,"['Adventure', 'Casual', 'Indie', 'RPG']"
780,Eador. Masters of the Broken World,"['Indie', 'Strategy']"
780,Eador: Genesis,"['Indie', 'Strategy']"
780,Eador. Masters of the Broken World - Allied Forces,"['Indie', 'Strategy']"
780,Eador. Imperium,"['Indie', 'RPG', 'Strategy', 'Early Access']"
781,Syder Arcade,"['Action', 'Indie']"
781,Super Cane Magic ZERO,"['Action', 'Indie', 'RPG', 'Early Access']"
782,Vector Strain,"['Action', 'Indie']"
782,AWA,"['Action', 'Indie']"
789,Steam Controller,['none']
789,Steam Link,['none']
798,Runestone Keeper,"['Casual', 'Indie', 'RPG', 'Strategy']"
798,Runestone Keeper - Soundtrack,"['Casual', 'Indie', 'RPG', 'Strategy']"
799,Lucius,"['Action', 'Adventure', 'Indie']"
799,Lucius II,"['Action', 'Adventure', 'Indie', 'Simulation']"
799,Lucius Demake,"['Action', 'Adventure', 'Casual', 'Indie']"
801,Waveform,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
801,Intergalactic Bubbles,"['Action', 'Casual', 'Indie', 'Strategy']"
801,Gun Rocket,"['Action', 'Adventure', 'Indie', 'Strategy']"
802,DETOUR,"['Action', 'Indie', 'Simulation', 'Strategy']"
802,The Howler,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']"
802,Battle Ranch: Pigs vs Plants,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
802,Flight of the Paladin,"['Action', 'Adventure', 'Indie', 'Strategy']"
802,The Odyssey: Winds of Athena,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
803,BEEP,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
803,Out There Somewhere,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
803,Airscape - The Fall of Gravity,"['Action', 'Adventure', 'Indie']"
803,Camera Obscura,"['Action', 'Adventure', 'Casual', 'Indie']"
803,DRAGON: A Game About a Dragon,"['Adventure', 'Casual', 'Indie', 'RPG']"
803,Rolling Sun,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
803,Spaceport Hope,"['Action', 'Adventure', 'Indie']"
803,LocoSoccer,"['Casual', 'Indie', 'Simulation', 'Sports']"
803,Squirbs,"['Action', 'Adventure', 'Indie', 'Strategy']"
804,Revolution Ace,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
804,PARTICLE MACE,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
804,Star Saviors,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
805,Way of Gold and Steel,"['Indie', 'Strategy']"
805,Planet in the Shadows,"['Adventure', 'Indie']"
805,Vanilla Bagel: The Roguelike,"['Adventure', 'Indie', 'RPG']"
808,Forsaken Uprising,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
808,The Slaughtering Grounds,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
808,Deadly Profits,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
808,Temper Tantrum,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
808,Medieval Mercs,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
808,Devils Share,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
808,Galactic Hitman,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
808,Attrition: Nuclear Domination,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']"
808,Operation: Global Shield,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
808,Paranormal Psychosis,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
808,Dungeons Of Kragmor,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']"
808,Starship: Nova Strike,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
808,Krog Wars,"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
808,Wyatt Derp 2: Peacekeeper,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
808,Winged Knights: Penetration,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
808,Mini Attack Submarine,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
808,Wyatt Derp,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
808,Withering Kingdom: Arcane War,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
808,Gnarltoof's Revenge,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
808,The Decimation of Olarath,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
808,Withering Kingdom: Flurry Of Arrows,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
809,Unlock All Modes,['Action']
809,S.Nero/Dante/Vergil,['Action']
809,"Proud Souls (200,000)",['Action']
809,Lady & Trish Costumes,['Action']
809,"Red Orbs (300,000)",['Action']
809,Devil May Cry® 4 Special Edition,['Action']
810,Gabe Newell Simulator 2.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']"
810,Portal Mode,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']"
813,Waveform,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
813,Out There Somewhere,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
813,Revolution Ace,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
813,The Hat Man: Shadow Ward,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
813,PARTICLE MACE,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
813,The Howler,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']"
813,Morphopolis,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
813,Star Saviors,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
813,Airscape - The Fall of Gravity,"['Action', 'Adventure', 'Indie']"
813,Battle Ranch: Pigs vs Plants,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
813,DRAGON: A Game About a Dragon,"['Adventure', 'Casual', 'Indie', 'RPG']"
813,Intergalactic Bubbles,"['Action', 'Casual', 'Indie', 'Strategy']"
813,Rolling Sun,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
813,Three Heroes,"['Action', 'Indie', 'RPG']"
813,Labyronia RPG,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
813,Gun Rocket,"['Action', 'Adventure', 'Indie', 'Strategy']"
813,Spaceport Hope,"['Action', 'Adventure', 'Indie']"
813,LocoSoccer,"['Casual', 'Indie', 'Simulation', 'Sports']"
813,Labyronia RPG 2,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
813,Legend of Mysteria RPG,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
813,Squirbs,"['Action', 'Adventure', 'Indie', 'Strategy']"
813,The Chosen RPG,"['Adventure', 'Indie', 'RPG']"
813,Sins Of The Demon RPG,"['Adventure', 'Indie', 'RPG']"
813,Storm Of Spears RPG,"['Adventure', 'RPG', 'Strategy']"
823,Serious Sam 3: BFE,"['Action', 'Indie']"
823,Shadow Warrior,"['Action', 'Adventure']"
823,Hard Reset Redux,"['Action', 'Adventure']"
824,STAR-BOX: RPG Adventures in Space,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
824,STAR-BOX - 'Galaxy Pet Store',"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
824,STAR-BOX: Dark Hack,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
824,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,"['Casual', 'Indie', 'RPG', 'Simulation']"
824,Apocalypse Hotel: Museum of Horror!,"['Casual', 'Indie', 'RPG', 'Simulation']"
824,24 Hours 'til Rescue,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
824,Apocalypse Hotel: The Thin Blue Line!,"['Casual', 'Indie', 'RPG', 'Simulation']"
824,24 Hours 'til Rescue: Cheat Pack!,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
824,Moonstone Tavern - A Fantasy Tavern Sim!,"['Indie', 'RPG', 'Simulation']"
825,Escape Machines,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']"
825,Tinboy,"['Casual', 'Indie']"
825,Lup,"['Action', 'Indie']"
825,Freebie,"['Casual', 'Indie']"
