bundle_id,item_id,item_name,genre
1466,527834,"Naruto Shippuden Uncut: Big Adventure! The Quest for the Fourth Hokage's Legacy, Part 2",
1466,527835,Naruto Shippuden Uncut: Meeting,
1466,527836,Naruto Shippuden Uncut: Origin of Pain,
1466,527837,Naruto Shippuden Uncut: The Tale of Naruto Uzumaki,
1466,527838,Naruto Shippuden Uncut: Hero of the Hidden Leaf,
1466,527839,Naruto Shippuden Uncut: Rookie Teacher Iruka,
1466,527840,Naruto Shippuden Uncut: Iruka's Ordeal,
1466,527841,Naruto Shippuden Uncut: Iruka's Decision,
1466,527842,"Naruto Shippuden Uncut: Kakashi Hatake, The Jonin in Charge",
1478,33720,Paws and Claws: Pet Vet,"Casual, Simulation"
1478,33710,Paws and Claws: Pet School,"Casual, Simulation"
1478,33700,Paws and Claws: Pampered Pets,"Casual, Simulation"
1478,12660,Miss Popularity,"Casual, Simulation"
1478,12650,Fetch It Again,"Casual, Simulation"
1478,33760,The Search for Amelia Earhart,Casual
1478,12540,Mahjongg Investigations: Under Suspicion,Casual
1478,12560,Ride! Carnival Tycoon,Simulation
1478,12670,Mission Runway,Simulation
1482,38700,Toki Tori,"Casual, Indie"
1482,201420,Toki Tori 2+,"Adventure, Casual, Indie"
1482,38720,RUSH,"Strategy, Indie, Casual"
1482,38740,EDGE,"Action, Indie"
1396,417630,The Expendables,
1396,417640,The Expendables 2,
1396,468750,The Expendables 3,
1400,509840,El Ninja,"Casual, Indie"
1400,524020,El Ninja - Soundtrack,"Casual, Indie"
1471,514160,18 Wheels of Steel: Across America,Simulation
1471,514170,18 Wheels of Steel: Convoy,Simulation
1471,514180,18 Wheels of Steel: Haulin’,Simulation
1472,528340,Naruto Shippuden Uncut: Inari's Courage Put to the Test,
1472,528341,Naruto Shippuden Uncut: Naruto's School of Revenge,
1472,528342,Naruto Shippuden Uncut: Gaara's Bond,
1472,528343,Naruto Shippuden Uncut: Naruto: Outbreak,
1472,528344,Naruto Shippuden Uncut: Deploy! Team Tenten,
1472,528345,Naruto Shippuden Uncut: Animal District,
1472,528346,"Naruto Shippuden Uncut: Ah, the Medicine of Youth",
1472,528347,Naruto Shippuden Uncut: Gutsy Master and Student: The Training,
1472,528348,Naruto Shippuden Uncut: Record of the Gutsy Ninja Master and Student,
1472,528349,Naruto Shippuden Uncut: Sasuke's Paw Encyclopedia,
1472,528350,Naruto Shippuden Uncut: Naruto and the Old Soldier,
1472,528351,Naruto Shippuden Uncut: Kakashi Love Song,
1472,528352,Naruto Shippuden Uncut: Neji Chronicles,
1477,371200,Halcyon 6: Starbase Commander,"Indie, RPG, Simulation, Strategy"
1477,528490,Halcyon 6: Starbase Commander - Soundtrack,"Indie, RPG, Simulation, Strategy"
1284,507380,Black Sand Drift,"Casual, Indie"
1284,517560,Black Sand Drift Collector's Edition Content,"Casual, Indie"
1468,11450,Overlord™,RPG
1468,12750,GRID™,Racing
1468,12770,Rise of the Argonauts,RPG
1468,11590,Hospital Tycoon,Simulation
1468,11560,Maelstrom: The Battle for Earth Begins,Strategy
1468,12790,Damnation,"Action, Adventure"
1468,12810,Overlord II,RPG
1468,12830,Operation Flashpoint: Dragon Rising,Action
1468,12710,Overlord™: Raising Hell,RPG
1468,44310,F1 2010™,"Racing, Simulation, Sports"
1468,44340,Operation Flashpoint: Red River,"Action, Strategy"
1468,44360,F1 2011,"Racing, Simulation, Sports"
1468,201700,DiRT Showdown,"Action, Racing, Sports"
1468,208500,F1 2012™,"Racing, Simulation, Sports"
1468,220801,F1 Race Stars - Europe Track DLC,Racing
1468,203680,F1 RACE STARS™,Racing
1468,220802,F1 Race Stars - Games Accessory Pack,Racing
1468,220803,F1 Race Stars - Music Accessory Pack,Racing
1468,220804,F1 Race Stars - Princess Accessory Pack,Racing
1468,220805,F1 Race Stars - Science Accessory Pack,Racing
1468,220806,F1 Race Stars - Nature Accessory Pack,Racing
1468,220807,F1 Race Stars - Monster Accessory Pack,Racing
1468,220809,F1 Race Stars - Holiday Accessory Pack,Racing
1468,220812,F1 Race Stars - Canada Track,Racing
1468,220813,F1 Race Stars - China Track,Racing
1468,220811,F1 Race Stars - India Track,Racing
1468,221165,GRID 2 - Super Modified Pack,"Racing, Sports"
1468,44350,GRID 2,"Racing, Sports"
1468,221162,GRID 2 - GTR Racing Pack,"Racing, Sports"
1468,221160,GRID 2 - McLaren Racing Pack,"Racing, Sports"
1468,221164,GRID 2 - Headstart Pack,"Racing, Sports"
1468,221161,GRID 2 - IndyCar Pack,"Racing, Sports"
1468,221168,GRID 2 - Car Unlock Pack,"Racing, Sports"
1468,221167,GRID 2 - Drift Pack,"Racing, Sports"
1468,221166,GRID 2 - Peak Performance Pack,"Racing, Sports"
1468,255220,GRID Autosport,"Racing, Sports"
1468,255690,GRID 2 - Spa-Francorchamps Track Pack,"Racing, Sports"
1468,255691,GRID 2 - Bathurst Track Pack,"Racing, Sports"
1468,255692,GRID 2 - Classic GRID Pack,"Racing, Sports"
1468,282090,GRID Autosport - Black Edition Pack,"Racing, Sports"
1468,282091,GRID Autosport - Boost Pack,"Racing, Sports"
1468,282092,GRID Autosport - Premium Garage Pack,"Racing, Sports"
1468,286570,F1 2015,"Racing, Sports"
1468,287260,Toybox Turbos,Racing
1468,287340,Colin McRae Rally,"Racing, Sports"
1468,289020,GRID Autosport - Best of British Pack,"Racing, Sports"
1468,289021,GRID Autosport - Coupé Style Pack,"Racing, Sports"
1468,289022,GRID Autosport - Sprint Pack,"Racing, Sports"
1468,289023,GRID Autosport - Road & Track Car Pack,"Racing, Sports"
1468,289024,GRID Autosport - Touring Legends Pack,"Racing, Sports"
1468,289025,GRID Autosport - Drag Pack,
1468,310560,DiRT Rally,"Racing, Simulation, Sports"
1468,226580,F1 2014,"Racing, Sports"
1468,321040,DiRT 3 Complete Edition,"Racing, Simulation, Sports"
1468,391040,F1 2016,"Racing, Simulation, Sports"
1468,306670,Overlord: Fellowship of Evil,"Action, Adventure"
1225,436520,Line of Sight,"Action, Early Access"
1225,520900,Line of Sight - Founders Pack,Action
1455,357070,UBERMOSH,"Action, Indie"
1455,366420,UBERMOSH: Original Soundtrack,"Action, Indie"
1455,444940,UBERMOSH:BLACK,"Action, Indie"
1455,515570,UBERMOSH Vol.3,"Action, Indie"
1455,527000,SWARMRIDERS: Original Soundtrack,"Action, Indie"
1419,525790,Naruto Shippuden Uncut: The Serpent's Pupil,
1419,525791,Naruto Shippuden Uncut: Eye of the Hawk,
1419,525792,Naruto Shippuden Uncut: Zabuza's Blade,
1419,525793,Naruto Shippuden Uncut: Guardian of the Iron Wall,
1419,525794,Naruto Shippuden Uncut: Jugo of the Northern Hideout,
1419,525795,Naruto Shippuden Uncut: S10E06,
1419,525796,Naruto Shippuden Uncut: S10E07,
1419,525797,Naruto Shippuden Uncut: Kakashi Chronicles - A Boy's Life on the Battlefield - Part 2,
1419,525798,Naruto Shippuden Uncut: S10E09,
1419,525799,Naruto Shippuden Uncut: The Hunt,
1419,525800,Naruto Shippuden Uncut: Clash!,
1419,525801,Naruto Shippuden Uncut: Art,
1419,525802,Naruto Shippuden Uncut: Disappearance,
1419,525803,Naruto Shippuden Uncut: Twilight,
1421,525830,Naruto Shippuden Uncut: Truth,
1421,525831,Naruto Shippuden Uncut: Battle of Unraikyo,
1421,525832,Naruto Shippuden Uncut: The Eight Tails vs Sasuke,
1421,525833,Naruto Shippuden Uncut: Wanderer,
1421,525834,Naruto Shippuden Uncut: Successor of the Forbidden Jutsu,
1421,525835,Naruto Shippuden Uncut: The Successor's Wish,
1421,525836,Naruto Shippuden Uncut: Rogue Ninja's Past,
1421,525837,Naruto Shippuden Uncut: Heir to Darkness,
1421,525838,Naruto Shippuden Uncut: Separation,
1421,525839,Naruto Shippuden Uncut: The Forbidden Jutsu Released,
1421,525840,Naruto Shippuden Uncut: Master and Student,
1421,525841,Naruto Shippuden Uncut: Somber News,
1421,525842,Naruto Shippuden Uncut: Following the Master's Shadow,
1433,526200,Naruto Shippuden Uncut: Decryption,
1433,526201,Naruto Shippuden Uncut: The First Challenge,
1433,526202,Naruto Shippuden Uncut: Surpassing the Master,
1433,526203,Naruto Shippuden Uncut: Assault on the Leaf Village!,
1433,526204,Naruto Shippuden Uncut: Power to Believe,
1433,526205,Naruto Shippuden Uncut: Pain vs Kakashi,
1433,526206,Naruto Shippuden Uncut: Mystery of Pain,
1433,526207,"Naruto Shippuden Uncut: Surname is Sarutobi! Given Name, Konohamaru!",
1433,526208,Naruto Shippuden Uncut: Pain to the World,
1433,526209,Naruto Shippuden Uncut: Explosion! Sage Mode,
1433,526210,Naruto Shippuden Uncut: Danger! Sage Mode Limit Reached,
1433,526211,"Naruto Shippuden Uncut: Nine Tails, Captured!",
1433,526212,Naruto Shippuden Uncut: Confessions,
1420,525810,"Naruto Shippuden Uncut: Tales of a Gutsy Ninja: Jiraiya Ninja Scrolls, Part 1",
1420,525811,"Naruto Shippuden Uncut: Tales of a Gutsy Ninja : Jiraiya Ninja Scrolls, Part 2",
1420,525812,Naruto Shippuden Uncut: Infiltrate! The Village Hidden in the Rain,
1420,525813,Naruto Shippuden Uncut: The Man Who Became God,
1420,525814,Naruto Shippuden Uncut: Honored Sage Mode!,
1420,525815,"Naruto Shippuden Uncut: In Attendance, The Six Paths of Pain",
1420,525816,Naruto Shippuden Uncut: The Tale of Jiraiya the Gallant,
1420,525817,Naruto Shippuden Uncut: Banquet Invitation,
1420,525818,Naruto Shippuden Uncut: The Longest Moment...,
1420,525819,Naruto Shippuden Uncut: The Light & Dark of the Mangekyo Sharingan,
1420,525820,Naruto Shippuden Uncut: Amaterasu!,
1420,525821,Naruto Shippuden Uncut: The End,
1420,525822,Naruto Shippuden Uncut: The Mystery of Tobi,
1420,525823,Naruto Shippuden Uncut: Fate,
1011,401190,Dinosaur Hunt,"Action, Adventure, Indie, Simulation"
1011,440730,Survival Zombies The Inverted Evolution,"Action, Adventure, Indie, Simulation, Early Access"
1011,434942,Dinosaur Hunt - Brontosaurus Expansion Pack,"Action, Adventure, Indie, Simulation"
1011,434944,Dinosaur Hunt - WW2 War Expansion Pack,"Action, Adventure, Indie, Simulation"
1011,431190,"Dinosaur Hunt - Vampires, Gargoyles, Mutants Hunter Expansion Pack","Action, Adventure, Indie, Simulation"
1011,434941,Dinosaur Hunt - Guns Expansion Pack,"Action, Adventure, Indie, Simulation"
1011,434943,Dinosaur Hunt - Wild West Guns Expansion Pack,"Action, Adventure, Indie, Simulation"
1011,408100,Dinosaur Hunt - Stegosaurus Expansion Pack,"Action, Adventure, Indie, Simulation"
1011,408102,Dinosaur Hunt - Dragon Hunter Expansion Pack,"Action, Adventure, Indie, Simulation"
1011,408101,Dinosaur Hunt - Carnotaurus Expansion Pack,"Action, Adventure, Indie, Simulation"
1011,431191,Dinosaur Hunt - Giant Spiders Hunter Expansion Pack,"Action, Adventure, Indie, Simulation"
1011,434940,Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,"Action, Adventure, Indie, Simulation"
419,401190,Dinosaur Hunt,"Action, Adventure, Indie, Simulation"
419,408100,Dinosaur Hunt - Stegosaurus Expansion Pack,"Action, Adventure, Indie, Simulation"
419,408101,Dinosaur Hunt - Carnotaurus Expansion Pack,"Action, Adventure, Indie, Simulation"
419,408102,Dinosaur Hunt - Dragon Hunter Expansion Pack,"Action, Adventure, Indie, Simulation"
419,431190,"Dinosaur Hunt - Vampires, Gargoyles, Mutants Hunter Expansion Pack","Action, Adventure, Indie, Simulation"
419,431191,Dinosaur Hunt - Giant Spiders Hunter Expansion Pack,"Action, Adventure, Indie, Simulation"
419,434940,Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,"Action, Adventure, Indie, Simulation"
419,434941,Dinosaur Hunt - Guns Expansion Pack,"Action, Adventure, Indie, Simulation"
419,434942,Dinosaur Hunt - Brontosaurus Expansion Pack,"Action, Adventure, Indie, Simulation"
419,434943,Dinosaur Hunt - Wild West Guns Expansion Pack,"Action, Adventure, Indie, Simulation"
419,434944,Dinosaur Hunt - WW2 War Expansion Pack,"Action, Adventure, Indie, Simulation"
1460,265120,Meridian: New World,"Indie, Strategy"
1460,288240,Meridian: New World Video and Soundtrack,"Indie, Strategy"
1460,451400,Meridian: Squad 22,"Action, Indie, Strategy"
1460,486960,Meridian: Squad 22 - Soundtrack,"Action, Indie, Strategy"
317,428430,Endorlight,"Adventure, Casual, Indie"
317,450730,Endorlight - Soundtrack,"Adventure, Casual, Indie"
1379,350200,Revolution 60,Adventure
1379,470180,Revolution 60: Special Edition,Adventure
1385,353640,Train Valley,"Casual, Indie, Simulation, Strategy"
1385,369990,"Gremlins, Inc.","Indie, Strategy"
1137,465780,New Retro Arcade: Neon,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports"
1137,494570,New Retro Arcade: Neon - Official Soundtrack,"Action, Adventure, Casual, Racing, Simulation, Sports"
279,293180,Overcast - Walden and the Werewolf,"Action, Adventure, Indie"
279,303390,Dead Bits,"Action, Casual, Indie"
279,306160,Dead Bits (Soundtrack),"Action, Casual, Indie"
279,343360,Particula,"Casual, Indie, Strategy"
279,448070,Red Risk,"Action, Casual, Indie, Strategy"
279,450470,Red Risk (Soundtrack),Casual
1440,485660,Karma Miwa,"Action, Adventure, Casual, Indie"
1440,485920,Neon Warp,"Action, Casual, Indie"
1440,487330,Totally Unbalanced,"Action, Adventure, Casual, Indie, Racing"
1440,502380,Tangled Up!,"Action, Adventure, Casual, Indie, Strategy"
1441,485640,Genius Greedy Mouse,"Action, Adventure, Casual, Indie, Strategy"
1441,485660,Karma Miwa,"Action, Adventure, Casual, Indie"
1441,485920,Neon Warp,"Action, Casual, Indie"
1441,487270,Go Mission: Space Travel,"Action, Adventure, Casual, Indie, Strategy"
1441,502380,Tangled Up!,"Action, Adventure, Casual, Indie, Strategy"
1441,503710,Void,"Action, Adventure, Casual, Indie, Simulation, Strategy"
658,389700,My Bones,"Adventure, Indie"
658,400740,VERGE:Lost chapter,"Action, Adventure, Indie"
658,428630,White Mirror,Indie
658,453670,The Lost Souls,Indie
658,513570,Wooden House,"Action, Adventure, Indie"
355,55140,MX vs. ATV Reflex,Racing
355,282050,MX vs. ATV Supercross Encore,"Racing, Simulation, Sports"
355,359220,MX vs. ATV Unleashed,"Racing, Simulation"
355,420890,MX vs. ATV Supercross Encore - Supercross Track Pack 1,"Racing, Simulation, Sports"
355,421160,MX vs. ATV Supercross Encore - Supercross Track Pack 2,"Racing, Simulation, Sports"
355,421161,MX vs. ATV Supercross Encore - Supercross Track Pack 3,"Racing, Simulation, Sports"
355,421162,MX vs. ATV Supercross Encore - Supercross Track Pack 4,"Racing, Simulation, Sports"
355,421163,MX vs. ATV Supercross Encore - The Stewart Compound,"Racing, Simulation, Sports"
355,421164,MX vs. ATV Supercross Encore - Copper Canyon Open World,"Racing, Simulation, Sports"
355,421165,MX vs. ATV Supercross Encore - Rhythm Racing Pack,"Racing, Simulation, Sports"
355,421166,MX vs. ATV Supercross Encore - 2 Stroke 4 Pack,"Racing, Simulation, Sports"
355,429710,MX vs. ATV Supercross Encore - 2015 KTM 125 SX,"Racing, Simulation, Sports"
355,429711,MX vs. ATV Supercross Encore - 2015 KTM 250 SX MX,"Racing, Simulation, Sports"
355,429890,MX vs. ATV Supercross Encore - 2015 KTM 250 SX-F MX,"Racing, Simulation, Sports"
355,429900,MX vs. ATV Supercross Encore - 2015 KTM 350 SX-F MX,"Racing, Simulation, Sports"
355,429901,MX vs. ATV Supercross Encore - 2015 KTM 450 SX-F MX,"Racing, Simulation, Sports"
355,429902,MX vs. ATV Supercross Encore - KTM 450 SX ATV,"Racing, Simulation, Sports"
355,429903,MX vs. ATV Supercross Encore - 2015 Husqvarna FC 250 MX,"Racing, Simulation, Sports"
355,429904,MX vs. ATV Supercross Encore - 2015 Husqvarna FC 350 MX,"Racing, Simulation, Sports"
355,429905,MX vs. ATV Supercross Encore - 2015 Husqvarna TC 125 MX,"Racing, Simulation, Sports"
355,429906,MX vs. ATV Supercross Encore - 2015 Husqvarna TC 250 MX,"Racing, Simulation, Sports"
355,429907,MX vs. ATV Supercross Encore - 2015 Husqvarna FC 450 MX,"Racing, Simulation, Sports"
355,429908,MX vs. ATV Supercross Encore - 2015 Honda CRF250R MX,"Racing, Simulation, Sports"
355,430310,MX vs. ATV Supercross Encore - 2015 Honda CRF450R MX,"Racing, Simulation, Sports"
355,430311,MX vs. ATV Supercross Encore - Honda TRX450R ATV,"Racing, Simulation, Sports"
355,430312,MX vs. ATV Supercross Encore - Kawasaki KFX450 ATV,"Racing, Simulation, Sports"
355,430313,MX vs. ATV Supercross Encore - 2015 Kawasaki KX250F MX,"Racing, Simulation, Sports"
355,430314,MX vs. ATV Supercross Encore - 2015 Kawasaki KX450F MX,"Racing, Simulation, Sports"
355,430315,MX vs. ATV Supercross Encore - Suzuki LT450R ATV,"Racing, Simulation, Sports"
355,430316,MX vs. ATV Supercross Encore - 2015 Suzuki RMZ250 MX,"Racing, Simulation, Sports"
355,430317,MX vs. ATV Supercross Encore - 2015 Suzuki RMZ450 MX,"Racing, Simulation, Sports"
355,430318,MX vs. ATV Supercross Encore - Yamaha YFZ450 ATV,"Racing, Simulation, Sports"
355,430319,MX vs. ATV Supercross Encore - 2015 Yamaha YZ125 MX,"Racing, Simulation, Sports"
355,430320,MX vs. ATV Supercross Encore - 2015 Yamaha YZ250F MX,"Racing, Simulation, Sports"
355,430321,MX vs. ATV Supercross Encore - 2015 Yamaha YZ450F MX,"Racing, Simulation, Sports"
355,430322,MX vs. ATV Supercross Encore - Squall Valley,"Racing, Simulation, Sports"
1401,522333,Shadow Warrior 2 - Soundtrack,"Action, Adventure"
1401,522334,Shadow Warrior 2 - Solid Gold Pack,"Action, Adventure"
1401,522335,Shadow Warrior 2 - Digital Artbook,"Action, Adventure"
1401,324800,Shadow Warrior 2,"Action, Adventure"
1418,3300,Bejeweled 2 Deluxe,Casual
1418,3350,Bejeweled Deluxe,Casual
1418,3330,Zuma Deluxe,Casual
1418,3390,Feeding Frenzy 2 Deluxe,Casual
1418,3310,Chuzzle Deluxe,Casual
1418,3320,Insaniquarium Deluxe,Casual
1418,3380,Dynomite Deluxe,Casual
1418,3420,Iggle Pop Deluxe,Casual
1418,3430,Pizza Frenzy Deluxe,Casual
1418,3450,Typer Shark! Deluxe,Casual
1418,3340,AstroPop Deluxe,Casual
1418,3410,Heavy Weapon Deluxe,Casual
1418,3440,Rocket Mania Deluxe,Casual
1418,3400,Hammer Heads Deluxe,Casual
1418,3360,Big Money! Deluxe,Casual
1418,3460,Talismania Deluxe,Casual
1418,3480,Peggle Deluxe,Casual
1418,3540,Peggle™ Nights,Casual
1418,3560,Bejeweled Twist,"Strategy, Casual"
1418,3580,The Wizard's Pen™,Casual
1418,3590,Plants vs. Zombies GOTY Edition,Strategy
1418,3620,Zuma's Revenge!,"Action, Casual"
1418,78000,Bejeweled® 3,"Strategy, Casual"
1282,311500,Vanguard Princess Hilda Rize,"Action, Casual, Indie"
1282,329150,Vanguard Princess Lilith,"Action, Casual, Indie"
1282,406440,Vanguard Princess Kurumi,"Action, Casual, Indie"
1282,511170,Artwork and Soundtrack,"Action, Casual, Indie"
1399,45740,Dead Rising® 2,"Action, Adventure"
1399,45770,Dead Rising 2: Off the Record,"Action, Adventure"
1399,427190,DEAD RISING®,"Action, Adventure"
1392,488050,The Metronomicon - The Soundtrack!,"Action, Indie, RPG"
1392,416790,The Metronomicon,"Action, Indie, RPG"
1404,404770,SUPERFIGHT,"Casual, Indie, Strategy"
1404,440500,SUPERFIGHT - The Walking Dead Deck,"Action, Casual, Indie"
1404,441610,SUPERFIGHT - The Red Deck,"Casual, Indie, Strategy"
1404,460830,SUPERFIGHT - The Orange Deck,"Casual, Indie, Strategy"
1404,460840,SUPERFIGHT - The Digital Deck,"Casual, Indie, Strategy"
1404,474930,SUPERFIGHT - The Mindcrack Deck,"Casual, Indie, Strategy"
1404,476350,SUPERFIGHT - The Green Deck,"Casual, Indie, Strategy"
1404,476351,SUPERFIGHT - The Anime Deck,"Casual, Indie, Strategy"
1404,476352,SUPERFIGHT - The Expansion One Deck,"Casual, Indie, Strategy"
1406,440500,SUPERFIGHT - The Walking Dead Deck,"Action, Casual, Indie"
1406,441610,SUPERFIGHT - The Red Deck,"Casual, Indie, Strategy"
1406,460830,SUPERFIGHT - The Orange Deck,"Casual, Indie, Strategy"
1406,460840,SUPERFIGHT - The Digital Deck,"Casual, Indie, Strategy"
1406,474930,SUPERFIGHT - The Mindcrack Deck,"Casual, Indie, Strategy"
1406,476350,SUPERFIGHT - The Green Deck,"Casual, Indie, Strategy"
1406,476351,SUPERFIGHT - The Anime Deck,"Casual, Indie, Strategy"
1406,476352,SUPERFIGHT - The Expansion One Deck,"Casual, Indie, Strategy"
1407,331710,Why So Evil,"Action, Adventure, Casual, Indie"
1407,354850,Why So Evil 2: Dystopia,"Action, Adventure, Casual, Indie"
1407,368900,Brilliant Bob,"Action, Adventure, Casual, Indie"
1407,385200,Absconding Zatwor,"Action, Casual, Indie"
1407,395980,Break Into Zatwor,"Casual, Indie"
1407,397620,GooCubelets,"Casual, Indie"
1407,410590,Fiends of Imprisonment,"Casual, Indie"
1407,416270,GooCubelets 2,"Casual, Indie"
1407,431270,GooCubelets: The Algoorithm,"Casual, Indie"
1407,432150,They Came From The Moon,"Casual, Indie"
1407,447880,Beast Blaster,"Action, Casual, Indie"
1407,460660,GooCubelets: OCD,"Casual, Indie"
1407,462370,Cyborg Detonator,"Casual, Indie"
1407,505440,GooCubelets: The Void,"Casual, Indie"
1407,516700,Zombie Boom,"Action, Casual, Indie"
1403,353380,Steam Link,
1403,469660,John Wick,
1293,364250,XIIZEAL,Action
1293,379520,DELTAZEAL,Action
1293,406480,XIIZEAL Original Soundtrack,Action
1293,406490,DELTAZEAL Original Soundtrack,Action
1293,430290,Shmups Skill Test,Action
1293,430300,MINUS ZERO,Action
1293,465060,EXZEAL,Action
1293,465070,TRIZEAL Remix,Action
1293,467870,MINUS ZERO - Original Sound Track,
1293,473100,Shmups Skill Test Original Soundtrack,
1293,473110,EXZEAL Original Soundtrack,
1293,473120,TRIZEAL Original Soundtrack,
1248,430290,Shmups Skill Test,Action
1248,430300,MINUS ZERO,Action
1248,465060,EXZEAL,Action
1248,465070,TRIZEAL Remix,Action
1248,467870,MINUS ZERO - Original Sound Track,
1248,473100,Shmups Skill Test Original Soundtrack,
1248,473110,EXZEAL Original Soundtrack,
1248,473120,TRIZEAL Original Soundtrack,
1409,449630,Rage Parking Simulator 2016,"Casual, Indie, Racing"
1409,501690,Torch Cave,"Casual, Indie"
1410,461570,The Last Photon,"Casual, Indie"
1410,488200,The First Spark,"Casual, Indie"
1410,492240,Tracks of Triumph: Industrial Zone,"Casual, Indie"
1382,440550,RunGunJumpGun,"Action, Indie"
1382,523840,RunGunJumpGun - Soundtrack/Special Edition Upgrade,"Action, Indie"
1386,496390,Shiny,"Action, Indie"
1386,523820,Shiny - Official Soundtrack,"Action, Indie"
1386,523821,Shiny - Digital Artbook,"Action, Indie"
1356,285500,Hard Truck Apocalypse / Ex Machina,"Action, Racing, RPG"
1356,285520,Sledgehammer / Gear Grinder,"Action, Racing"
1356,286810,Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,"Action, Racing"
1356,286830,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,"Action, Racing"
1356,289600,Marauder,"RPG, Strategy"
1332,359250,City of Fools,"Adventure, Casual, Indie"
1332,359260,Green Moon,"Adventure, Casual, Indie"
1332,486170,Bathory - The Bloody Countess,"Adventure, Casual, Indie"
667,463110,Farnham Fables,"Adventure, Casual, Indie"
